reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,replyAt,appVersion
3a4677a0-63c1-4dd6-af55-f224a0aa2fed,Psyco Eddie,https://play-lh.googleusercontent.com/a/ACg8ocKSMgIPKeC8Ys9Q0lmSXlAKmi29loD89jn3EHlKWZJf5moPsTQ=mo,junk,1,0,,2025-09-08 10:47:47,,,
d1030ad8-cfbe-42d0-9a8b-4a1a3e3a611f,Uchit Dhammy,https://play-lh.googleusercontent.com/a/ACg8ocKQ7qAzNVq9jbuirpKXEZFnC-XvRbV7dktXQ507soeZ4c1NWA=mo,"You Removed Sidhu Moosewala Songs , I deleted my account 🙏🏻.Boycott Spotify ❌❌.",1,0,9.0.74.1121,2025-09-08 10:47:06,"Hi! We appreciate your feedback. Our catalog depends on permissions from rights holders, and can differ between countries. To learn more, go to our Support Site at http://support.spotify.com. Just search for ""Missing music or podcasts"".",,9.0.74.1121
03db8f52-406c-46dc-bb34-98c227d8e7fc,Paul Chan,https://play-lh.googleusercontent.com/a-/ALV-UjU7GRwi9hPoyePVGh2lwP7eNHHTyWe2JzFfcIwNVJod8bH3oVOhyQ,"Been crashing on and off for months and recently in the past few weeks crashes constantly sometimes up to 5 times in a row within the same song. Been trying all things, restarting phone, reinstalling app and other things. What's the point of being able to work in the background when the app is gonna throw a fit whenever some other app is being used. STILL NO FIX, get your act together Spotify. Sept 2025 edit: premium just went up again without feature and UI improvements",1,22,9.0.76.1126,2025-09-08 10:33:50,,,9.0.76.1126
bbd3610f-638b-4146-96b3-984baf08688e,Jazz Rocks,https://play-lh.googleusercontent.com/a/ACg8ocL-phU7sADxWTVmpQnu282vB21Xo-9DM_ny-iovrmouIEMHXA=mo,"I can never hear a song that I want to hear. I just use spotify as a list now, and I use YouTube to listen to the songs that I want to hear. But the latest terms of service changes mean what amounts to copyright infringement and possibly theft of content uploaded there. I am considering deleting my almost useless-as-it-is account. I have too many musician friends whom I care about who have the full rights to their own music.",1,0,9.0.76.1126,2025-09-08 10:29:18,,,9.0.76.1126
8e6a9292-f0f3-4065-af88-458ea3dac2a5,Judithms Shields,https://play-lh.googleusercontent.com/a/ACg8ocJaQ87vrJM82Zx654JEWCCGesr1M0I0laDB0bpt1Q32pNXZtA=mo,St this point it sucks,1,0,9.0.76.1126,2025-09-08 10:27:08,,,9.0.76.1126
6a5c6d76-616f-46de-850e-d8a39e008b43,Hazem Zidan,https://play-lh.googleusercontent.com/a-/ALV-UjWbH46Ug0SiprQpPMoEZcKKabS3nl7hDYO3PR-BYxvuKouxWigc6Q,POS,1,0,9.0.76.1126,2025-09-08 10:21:47,,,9.0.76.1126
e9d5ad2d-b71c-49d9-b636-1c8b1871f646,Aditya Raj,https://play-lh.googleusercontent.com/a-/ALV-UjV319MNFDYDP-zzMJuGBkrsgwrFnIndBmapgVxuSBnmfGht_vUy,"Constant ad's always came, and it's really frustrating, I had uninstalled the app.",1,0,8.8.44.527,2025-09-08 10:20:39,,,8.8.44.527
434ef4e5-e64a-46bc-9ab6-e6676203e8b7,yourmoms favevane,https://play-lh.googleusercontent.com/a/ACg8ocKPWsGkATbuIVSKDlHGA5kDRoR65wGmxf9Sim26PYlEMy_d5Q=mo,"it's all abt money th, and sometimes it goes error, trashh",1,1,9.0.76.1126,2025-09-08 08:43:53,,,9.0.76.1126
780aaa56-150d-4add-a2a4-b4d6e9838aec,Isabell K,https://play-lh.googleusercontent.com/a-/ALV-UjVOKghK6Vz-r8pIXmXaUhTR9JnuW4a3T-iT06NwvE7d86_BE4g,"abysmal report system. zero way to report songs or albums, zero way to report obviously hacked profiles leading to artists having ai slop being put on their profiles, etc.",1,0,9.0.74.1121,2025-09-08 08:33:19,"Hi Isabell. We appreciate you bringing this to our attention. There's a way for you to report content. Just go to spotify.com/safetyandprivacy and find ""Reporting content"" under ""Safety"". If you need more help, you can reach out to our Customer Service at support.spotify.com. Just search “Contact Us”, and they'll be happy to assist.",,9.0.74.1121
2d0f6c09-9b2b-46fc-9438-01d26811aba2,Ƥ Λ Ͳ Ɍ Ξ X,https://play-lh.googleusercontent.com/a-/ALV-UjWb55MfApC9JdfNrR0i_qPfK8x4fewelyg82JQBSTUcD5QL7kHy,"literally every basic feature is premium skipping music shuffling music playing a specific track choosing tracks awful audio quality worst music app ever, not to compare with the pc version",1,0,9.0.76.1126,2025-09-08 08:20:37,,,9.0.76.1126
a802894e-803c-43b9-b113-4d899f91a587,Ghanika Mann,https://play-lh.googleusercontent.com/a-/ALV-UjWdaXOPbZx7OZaK2RGx5zp-RBczIbOg2O9Rl2P90B6PUsWU5M8,u removed moosewala songs . that's y I'm uninstalling your app,1,0,,2025-09-08 08:02:44,"Hi! We appreciate your feedback. Although we'd love to have all of the world's music on Spotify, our catalog depends on permissions from rights holders, and can differ between countries. To learn more, we recommend checking out our Support Site at support.spotify.com. Just search for ""Missing music or podcasts"".",,
30e7bd43-b159-4ff3-a16c-7c9eaef4f8f1,Milo T.,https://play-lh.googleusercontent.com/a-/ALV-UjWajmwMpheRX_MoJq5SKO0gnoEy1LCV7UX6UoaFERsc0BMmMfdm,"every update gets worse. no sound is played through any of my earbuds. it barely works with Bluetooth speakers. don't include a premium option if your app doesn't even work. when it does work, it plays a song half ways through its runtime. Spotify is garbage and getting worse. whoever updated the apps should be fired. I pay for your premium and your base app doesn't function. why don't you use that AI to make your stuff better instead?",1,0,9.0.74.1121,2025-09-08 07:40:50,"Hi, we're open to feedback! Rest assured, we’re always looking for ways to improve the experience for our users. We recommend giving a quick reinstall a try. If that doesn't resolve the issue, we suggest contacting our Customer Service at support.spotify.com and searching for ""Contact Us"".",,9.0.74.1121
cd88d68b-42e8-4a10-b59f-60b4ddbb981f,Dante,https://play-lh.googleusercontent.com/a-/ALV-UjX09vjACCeuRT7UXFymlBSRCfQrT-7sn7SOSfXSwRFmiY63uJbx,Daniel ek cant pay artists fairly but he sure can invest in war #killspotify,1,0,8.9.42.575,2025-09-08 07:35:22,,,8.9.42.575
f4fb3fdb-3756-4ad1-ab9e-e0383e00cb14,Vikas Rana,https://play-lh.googleusercontent.com/a-/ALV-UjU5qA4YuERCRtnRj3LxhQP-bjBsQOeo5phoOakoolY7wSoHu61F,continuous add,1,0,9.0.76.1126,2025-09-08 07:33:42,"Hey! We hear you and we'll pass your feedback along to the Ads team. For an ad-free experience, we'd recommend checking out our Premium plans at spotify.com/premium. If you've never had Premium before, you should be eligible for our trial.",,9.0.76.1126
cc014516-5b2c-4087-9a7b-ed7caae3c06c,Finn,https://play-lh.googleusercontent.com/a-/ALV-UjXq0HirRhPW3QphwisrIghYIFR9nkKSinFN9F9KzHHPvjgYl9aBRw,"SPOTIFY, WHAT IS THIS LINK PROBLRM YOU HAVE IN MESSAGES. For a reason Im using the app with my only very personal account because sharing music is private. Now I have so many strangers knowing my username and my legal name. You cant just disclose personal data like that on a whimp. at least warn people about the feature of like make an option to agree with it or something. this is outrageous",1,0,9.0.74.1121,2025-09-08 07:26:40,"Hi. We're open to feedback, and we'd love to get some more info about this. If you have the time, give our Customer Service a shout. You can find them by heading to support.spotify.com and searching ""Contact us"".",,9.0.74.1121
8fcf37f9-f7dd-4db6-994d-790b9fb823c6,Yoyo Sam,https://play-lh.googleusercontent.com/a-/ALV-UjVLb0vhZxSR0Xy2qvHI_GHoZqEnC6vGdYXHbcd5spH0a8YUBG0,Thanks for shoving ads down my throat and not even working properly,1,0,,2025-09-08 07:21:54,"Hi. We're open to feedback, and we'd love to get some more info about this. If you have the time, give our Customer Service a shout. You can find them by heading to support.spotify.com and searching ""Contact us"".",,
dbca12d2-f79f-48af-9ee4-7159223c99f8,Harish Saud,https://play-lh.googleusercontent.com/a-/ALV-UjXHJAFF7uKgXgHHg5Q7lHMFtZ_Gd9-Y_016EtwE1T936HMnvN0fZw,it went to hell every update,1,0,9.0.74.1121,2025-09-08 07:08:37,,,9.0.74.1121
9f0f2d36-9e59-4026-a5f7-1da7a7fc4694,Shane Ockenfels,https://play-lh.googleusercontent.com/a/ACg8ocK6RRvhMPLddcWig-IyFd7OpAvDY_LA4aIQaAGL6yN0fpvfzA=mo,paying for Premium so I don't have to listen to ads then finding that all of a sudden they are forcing ads in between podcast episodes is not cool at all. Even more annoying is the fact that recently they increased the premium subscription price and still decide to force ads on premium subscribers effectively double dipping. If this does not get fixed I'll be cancelling my subscription and finding another streaming service that is true to their word and does not falsely claim to be ad free.,1,0,9.0.76.1126,2025-09-08 06:53:05,,,9.0.76.1126
d421e642-39af-40b6-8ad1-dcaee52bc8f2,ahmed algmmal,https://play-lh.googleusercontent.com/a-/ALV-UjWE7-zlqf6RQQ_bHGg7r5L3a_g31uJs_-vZKAJTGnZG9f18Ulk,"Very very poor app & very boring, bad app",1,0,9.0.76.1126,2025-09-08 06:37:46,,,9.0.76.1126
382b53ed-298d-4f4f-84f2-a91920878b7e,Raju Raj,https://play-lh.googleusercontent.com/a-/ALV-UjXO2pjnHHAMGcD2umIDgwUaFzKJtrlS3TnZFZFrR82gvMJynuT4,😡what do you remove Sidhu Moose wala song 😡,1,1,9.0.52.505,2025-09-08 06:32:24,,,9.0.52.505
59c0faae-869e-4984-9d7e-799631d3e3a4,Tarv,https://play-lh.googleusercontent.com/a-/ALV-UjVlLxPctuOMZGLatcgJ_P8W7r5KJ9xmDKzk02-dfAQMdcnzIo9g,after removing sidhu's song,1,2,9.0.72.967,2025-09-08 05:51:09,,,9.0.72.967
92eed2c0-c372-4442-9ad6-e50c80e1c8d2,ABHISHEK SS,https://play-lh.googleusercontent.com/a-/ALV-UjULXsmMzJIHEIctf8q6DIiFf7KFUGBeIJKMpxfke-H-VXFFq2MJ,enjoy the 30 minute ad free ....and the ad comes on the next track... what kind of poor written code is this...?,1,1,9.0.76.1126,2025-09-08 05:42:36,"Hey! We hear you, and we'll pass your feedback along to the Ads team. Also, you might be able to find some steps to help with this on our Community. Just head to community.spotify.com and search for ""30 mins of uninterrupted listening"".",,9.0.76.1126
53ca23ad-3e44-4600-83b2-124ada03d83d,Preksha,https://play-lh.googleusercontent.com/a/ACg8ocKevxdRUHp8spkUZUA_aCH_iMl493OFQYgB2foyUmNrLGeyAA=mo,I used to love it so much but now....nahh I am absolutely in bad terms with that Vim ad too annoying as hell (all ads are annoying as hell) but still you're giving me ads to tell me i can stop this ad lol ironic dude,1,1,,2025-09-08 05:39:50,,,
0ee166f4-f367-4f19-8b86-f42b24d7e9f9,Mary Lamey,https://play-lh.googleusercontent.com/a/ACg8ocJZG1FBWA4GHT3DeMK72Rm3LofKJHPy34OmcoblzmxfuSI3Aw=mo,i have paid for premium family but recently many songs have been removed and are no longer available specifically amr diab so this is a waste of money app!!!,1,0,9.0.76.1126,2025-09-08 05:14:08,"Hi! Thanks for letting us know. We’d like to investigate further. If you have time, could you reach out to our Customer Service? You can find them by heading to support.spotify.com and searching ""Contact us"".",,9.0.76.1126
9585e1eb-3856-40fd-a973-15a2086de77b,Peter Franklin,https://play-lh.googleusercontent.com/a/ACg8ocLLJBNw_TffVSj9WHZGnuWOHeLkpioEhV7pSmbmQ2CJwJA3FQ=mo,"this is a criminal application in disguise, they took 2900 within the space of 4 days after collecting their regular 1300 in the same month 😠, the most annoying thing is that you can't opt out of subscription in the app or play store. justice for my money😠😠. I had to block my card because of them 😠😠😠😠",1,0,9.0.72.967,2025-09-08 05:13:18,"Hi! We appreciate your feedback. To address the issue and gain some clarity, we suggest reaching out to our Customer Service at support.spotify.com and searching for ""Contact Us"" for quick assistance.",,9.0.72.967
7a8b5736-9f8e-4165-8bcb-4998bf80a65d,lalacheorry,https://play-lh.googleusercontent.com/a-/ALV-UjVLw-ea1_4bVynqqIdiLP5S_VolM_F0e7xlvQybYmih8D2GWx1GQw,mobile app and desktop app have been lagging super badly. I pay for premium but I cant even listen to my music.witgout it lagging or constantly loading or delaying. this has been happening for months,1,1,9.0.76.1126,2025-09-08 05:03:35,"Hi! We're open to feedback. We suggest that you clear the app data, update your device's operating system, uninstall the app, and then download the latest version from the Google Play Store. If you continue to experience problems, you can reach out to our Customer Service by visiting 'Contact Us' at http://support.spotify.com.",,9.0.76.1126
32f659bb-a5b0-4794-8d38-8435cca37e3b,Amritpal Singh Dhillon,https://play-lh.googleusercontent.com/a-/ALV-UjU4b4nosCZfTPejBjNgL4yoDE6GIeES4l1qpuUNfecxSPvmGcPT,bring back sidhu moose alaa songs,1,2,9.0.76.1126,2025-09-08 04:41:02,"Hi! We appreciate your feedback. Although we'd love to have all of the world's music on Spotify, our catalog depends on permissions from rights holders, and can differ between countries. To learn more, we recommend checking out our Support Site at support.spotify.com. Just search for ""Missing music or podcasts"".",,9.0.76.1126
48dff6f9-e550-4908-8d62-5678b1d4e8aa,Ansh Khurana,https://play-lh.googleusercontent.com/a-/ALV-UjUdqr0kXE9v2te7tdUhZ7nAey3LMfzZOhDP5hP8niO20Mj-wcBrrA,Shame on you guys for removing sidhu songs,1,2,8.9.58.572,2025-09-08 04:26:48,,,8.9.58.572
4c4a253e-a98e-43ce-8781-8df79787cc4b,Jack L,https://play-lh.googleusercontent.com/a-/ALV-UjUwHt2-Ch8zDBagVTY7zjIL-f7rjpFS9l0ZUQCwlpQ7Uh-kHjc,"incredibly frustrating to use unless you pay. somehow the free user experience just keeps getting worse, like they are actively trying to make it as frustrating as possible to get you to pay for premium. particularly annoying how they add their own songs to your curated playlists, limit times you can skip and force you to shuffle. unless you intend to pay, don't bother- it'll just keep annoying you until you uninstall",1,0,9.0.76.1126,2025-09-08 04:20:38,,,9.0.76.1126
8291d175-7a26-440c-95a3-5f8d588edbda,Rahul Yadav,https://play-lh.googleusercontent.com/a-/ALV-UjXKqtRoFYFC6lrU6Q8iIuTZZkiuNwMIebHKBV54gxPU3d_xNxll,downfall start,1,2,,2025-09-08 04:16:28,,,
81069da8-e028-4fcb-915f-e198669b7593,Sabina K,https://play-lh.googleusercontent.com/a/ACg8ocItYLUS__ghtXvXaY9FEfXo-Zxke66xUvEeUwSfjfYhMDqtbA=mo,"Constantly glitches, not loading playlists, not usable lately.",1,0,9.0.76.1126,2025-09-08 04:15:05,"Hi! We're open to feedback. We suggest that you clear the app data, update your device's operating system, uninstall the app, and then download the latest version from the Google Play Store. If you continue to experience problems, you can reach out to our Customer Service by visiting 'Contact Us' at http://support.spotify.com.",,9.0.76.1126
13f01ae7-84d5-48bb-b47a-cd71a2398f0d,Leon Hernandez,https://play-lh.googleusercontent.com/a/ACg8ocKWb2utYEkyqOGfXy9c7YP9nlf5uirbgAfpAH7rY-R03G3t9A=mo,didn't give me my premium when I payed,1,0,9.0.76.1126,2025-09-08 04:14:17,"Hi! Thanks for letting us know. We’d like to investigate further. If you have time, could you reach out to our Customer Service? You can find them by heading to support.spotify.com and searching ""Contact us"".",,9.0.76.1126
bce7f2d9-009e-43e9-b752-53a794a481e9,Bipin's gaming,https://play-lh.googleusercontent.com/a/ACg8ocIGmUy9z2DctzBDQCOtqrgVOybjrnc61_RiF_pR_CPiBOtnC6c=mo,worst shuffling,1,0,9.0.74.1121,2025-09-08 04:12:49,,,9.0.74.1121
72410e97-5016-48cb-b76a-dfafc9d49e04,Harshit Thakur,https://play-lh.googleusercontent.com/a/ACg8ocJx0IOJAZLHWPQyyH_n-9UqgmuYy-VLIXrwtUr-KCNw7gexd-4T=mo,not ok this app why remove sidhu moose wala ke song,1,2,,2025-09-08 04:01:53,"Hey there! We'd love to get some more info about this. If you have the time, give our Customer Service a shout. You can find them by heading to support.spotify.com and searching ""Contact us"".",,
3ba807f1-f54d-4a13-bd9f-a5d179a87be7,Ash Ann Curry,https://play-lh.googleusercontent.com/a-/ALV-UjVx7u8Oyf8rEjqX4PCYDzsTrRQUl9849bu_jDldzu_KwN0DixG-pA,"Pay your artists more, I've seen what they make for you playing their music. You have enough subscribers to do it. So do it. It's what gives this app life. You should probably pay then right before it bites you.",1,1,9.0.76.1126,2025-09-08 03:55:32,"Hey there! Spotify doesn't pay artists directly — we pay rights holders selected by the artist, so we don't have insights into the agreements with the individual artist, and with their rights holders. You can check out more about music streaming economics on loudandclear.byspotify.com.",,9.0.76.1126
08c00313-f211-4008-9827-147a6a3eafed,Diego,https://play-lh.googleusercontent.com/a-/ALV-UjXMwD0R8nFc6VsSuWMQpfpRcDx5b7Mo-vhCRQIn9nbsxJYPgMk,Trash app,1,1,,2025-09-08 03:50:08,,,
bbf6b8ea-b96a-41bb-9ce8-86ec77a671a7,Luca Carini,https://play-lh.googleusercontent.com/a-/ALV-UjUjLj1oM9YdvLikqSpJkQ_XWcb6sM_G1ak9WXkpAidC4B7WhNv9,"Non è abbastanza che non paghiate gli artisti come si deve, che abbiate un app free che è penosa, che addirittura si vociferi che pagate artisti per fare canzoni che portano via ascolti agli altri, dovevate anche finanziare l'industria militare. felice di essere passato ad un altro servizio.",1,0,9.0.76.1126,2025-09-08 03:44:57,,,9.0.76.1126
ec70cfcb-e3b7-4979-b898-d38ee8acd71b,God's Son,https://play-lh.googleusercontent.com/a/ACg8ocJ7eglgUQS9O8ctOlXh7IqUXDCCOxb5rnPfldfxqYfIATJI1Q=mo,"for the 3rd time in a week i watched an ad promising 30 mins of uninterrupted music after, then listened to one song which was followed immediately by 5 mins of ads.",1,0,9.0.74.1121,2025-09-08 03:35:25,"Hey! We hear you, and we'll pass your feedback along to the Ads team. Also, you might be able to find some steps to help with this on our Community. Just head to community.spotify.com and search for ""30 mins of uninterrupted listening"".",,9.0.74.1121
eb1a50fb-4031-4ce9-9ff3-e115a0a5f8d3,Guhar Najib,https://play-lh.googleusercontent.com/a/ACg8ocI2kJdfmoq-kjg3JmiqILwKK3o3yKW59eVXkgH2CkvuIP9o-w=mo,"The Spotify Premium ads are just too much,after every song an ad has to play, which is really annoying to me, and on my phone for some reason i cannot listen to a full song because it plays only a snippet of it. And when i search a song i want to add to a playlist, i can't play it and when i try to play it a whole different song plays, but on my tablet it is fine but it still has ads. I am not spending a lot of money just to peacefully listen to music. At this point just make the app payable.",1,0,9.0.76.1126,2025-09-08 03:30:54,"Hi! If you’re on our free service, you can only shuffle music on certain Spotify playlists such as those Made For You. For full control, we recommend checking out our Premium plans. If you've never had Premium before, you should be eligible for our trial. You can also check out other deals by heading over to spotify.com/premium.",,9.0.76.1126
ac0eea31-7be8-4bf0-82bf-675402d3aa3e,AJ ajju,https://play-lh.googleusercontent.com/a/ACg8ocITAuSVB0ZbnkXfv7_gikeN2IErqURLAyC3ovDu5_KK0qrdIA=mo,ghtiya app 100 ads ke bich 3 gane 100 gano k bich me 3 ads ate to baat bhi thi,1,0,9.0.74.1121,2025-09-08 03:16:29,,,9.0.74.1121
dd7b4958-a6ea-4a55-a36b-2cb0cdaf4932,Shivananda Gouda,https://play-lh.googleusercontent.com/a/ACg8ocLtRzM7c3RfevhIGFYtORSFGB-awukCu9VFmA_SL3GVIiAHuw=mo,not,1,0,9.0.76.1126,2025-09-08 02:50:22,,,9.0.76.1126
74298331-c579-4f86-b421-3d0edae9ac62,Haresh Chavan,https://play-lh.googleusercontent.com/a-/ALV-UjUKdZByI9JS65djAaB0MhBraTpfAk2RbGRKi6IGDOIuUmCexcYS,they are so many ads like literally ad after evey song i would say you tube is better now,1,0,9.0.76.1126,2025-09-08 02:47:28,"Hi. We'll pass your feedback along to the Ads team. We'd recommend reinstalling the app as it fixes many common issues. Just search ""Reinstall"" at support.spotify.com. If you need more help, you can reach out to our Customer Service by searching ""Contact Us"".",,9.0.76.1126
